"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"14207","³ódzkie","wieruszowski",12,2.85,0,0,0,10,2,162,44,12,29,3,"t1018","2021-03-05"
"14208","³ódzkie","zduñskowolski",23,3.47,0,0,0,40,6,198,100,23,76,1,"t1019","2021-03-05"
"14209","³ódzkie","zgierski",60,3.61,1,0,1,89,53,819,301,64,230,7,"t1020","2021-03-05"
"14210","³ódzkie","brzeziñski",7,2.27,0,0,0,22,4,233,40,8,31,1,"t1021","2021-03-05"
"14211","³ódzkie","£ódŸ",273,4.03,2,0,2,546,250,4126,1472,300,1155,17,"t1061","2021-03-05"
"14212","³ódzkie","Piotrków Trybunalski",25,3.43,2,2,0,45,24,572,105,25,78,2,"t1062","2021-03-05"
"14213","³ódzkie","Skierniewice",25,5.22,0,0,0,36,12,310,101,25,76,0,"t1063","2021-03-05"
"14214","ma³opolskie","bocheñski",30,2.8,0,0,0,57,20,724,144,32,112,0,"t1201","2021-03-05"
"14215","ma³opolskie","brzeski",25,2.68,1,1,0,49,23,638,140,27,113,0,"t1202","2021-03-05"
"14216","ma³opolskie","chrzanowski",37,2.98,0,0,0,82,31,823,141,40,99,2,"t1203","2021-03-05"
"14217","ma³opolskie","d¹browski",13,2.2,0,0,0,9,10,247,60,13,47,0,"t1204","2021-03-05"
"14218","ma³opolskie","gorlicki",13,1.2,1,0,1,18,7,257,119,14,102,3,"t1205","2021-03-05"
"14219","ma³opolskie","krakowski",115,4.1,1,1,0,222,101,2169,423,117,300,6,"t1206","2021-03-05"
"14220","ma³opolskie","limanowski",5,0.38,1,0,1,17,8,189,136,5,131,0,"t1207","2021-03-05"
"14221","ma³opolskie","miechowski",6,1.23,0,0,0,8,6,114,26,7,19,0,"t1208","2021-03-05"
"14222","ma³opolskie","myœlenicki",33,2.58,1,0,1,66,15,509,118,35,76,7,"t1209","2021-03-05"
"14223","ma³opolskie","nowos¹decki",33,1.52,0,0,0,46,14,333,239,38,201,0,"t1210","2021-03-05"
"14224","ma³opolskie","nowotarski",13,0.68,1,0,1,13,9,208,283,13,269,1,"t1211","2021-03-05"
"14225","ma³opolskie","olkuski",20,1.8,0,0,0,40,12,473,87,23,62,2,"t1212","2021-03-05"
"14226","ma³opolskie","oœwiêcimski",37,2.42,0,0,0,104,15,596,175,40,131,4,"t1213","2021-03-05"
"14227","ma³opolskie","proszowicki",17,3.94,0,0,0,22,8,157,47,17,30,0,"t1214","2021-03-05"
"14228","ma³opolskie","suski",19,2.26,2,0,2,31,12,221,121,20,101,0,"t1215","2021-03-05"
"14229","ma³opolskie","tarnowski",62,3.08,0,0,0,86,28,889,239,65,174,0,"t1216","2021-03-05"
"14230","ma³opolskie","tatrzañski",10,1.47,0,0,0,14,8,128,84,10,74,0,"t1217","2021-03-05"
"14231","ma³opolskie","wadowicki",65,4.06,1,0,1,111,64,1276,192,71,114,7,"t1218","2021-03-05"
"14232","ma³opolskie","wielicki",56,4.31,0,0,0,91,31,955,182,57,117,8,"t1219","2021-03-05"
"14233","ma³opolskie","Kraków",381,4.88,5,5,0,625,235,4368,1281,391,879,11,"t1261","2021-03-05"
"14234","ma³opolskie","Nowy S¹cz",18,2.15,2,2,0,24,10,203,97,22,75,0,"t1262","2021-03-05"
"14235","ma³opolskie","Tarnów",53,4.9,0,0,0,62,29,539,169,53,114,2,"t1263","2021-03-05"
"14236","mazowieckie","bia³obrzeski",7,2.1,0,0,0,13,3,309,34,7,27,0,"t1401","2021-03-05"
"14237","mazowieckie","ciechanowski",17,1.91,0,0,0,89,53,907,100,21,77,2,"t1402","2021-03-05"
"14238","mazowieckie","garwoliñski",18,1.65,0,0,0,48,7,355,107,21,85,1,"t1403","2021-03-05"
"14239","mazowieckie","gostyniñski",4,0.89,0,0,0,22,7,139,38,4,34,0,"t1404","2021-03-05"
"14240","mazowieckie","grodziski",122,12.62,1,0,1,160,73,1876,285,124,157,4,"t1405","2021-03-05"
"14241","mazowieckie","grójecki",45,4.58,1,0,1,89,35,2239,140,46,91,3,"t1406","2021-03-05"
"14242","mazowieckie","kozienicki",17,2.84,0,0,0,46,19,416,87,18,69,0,"t1407","2021-03-05"
"14243","mazowieckie","legionowski",52,4.36,0,0,0,146,37,1909,170,55,111,4,"t1408","2021-03-05"
"14244","mazowieckie","lipski",5,1.48,0,0,0,9,4,173,17,5,12,0,"t1409","2021-03-05"
"14245","mazowieckie","³osicki",13,4.24,0,0,0,10,4,103,35,13,22,0,"t1410","2021-03-05"
"14246","mazowieckie","makowski",27,6.04,1,1,0,24,8,279,82,28,53,1,"t1411","2021-03-05"
"14247","mazowieckie","miñski",31,2,0,0,0,80,36,721,201,34,151,16,"t1412","2021-03-05"
"14248","mazowieckie","m³awski",14,1.93,1,0,1,84,39,955,56,15,41,0,"t1413","2021-03-05"
"14249","mazowieckie","nowodworski",63,7.93,1,0,1,55,13,619,177,65,110,2,"t1414","2021-03-05"
"14250","mazowieckie","ostro³êcki",38,4.29,0,0,0,61,28,786,75,44,30,1,"t1415","2021-03-05"
"14251","mazowieckie","ostrowski",13,1.8,0,0,0,25,9,311,66,16,49,1,"t1416","2021-03-05"
"14252","mazowieckie","otwocki",45,3.62,1,1,0,115,53,1192,177,47,127,3,"t1417","2021-03-05"
"14253","mazowieckie","piaseczyñski",99,5.22,0,0,0,236,113,2853,352,106,240,6,"t1418","2021-03-05"
"14254","mazowieckie","p³ocki",4,0.36,1,0,1,56,20,550,82,5,77,0,"t1419","2021-03-05"
"14255","mazowieckie","p³oñski",23,2.65,1,0,1,70,67,991,99,25,74,0,"t1420","2021-03-05"
"14256","mazowieckie","pruszkowski",108,6.49,0,0,0,205,73,1746,490,116,369,5,"t1421","2021-03-05"
"14257","mazowieckie","przasnyski",21,4.01,2,2,0,41,23,637,77,23,53,1,"t1422","2021-03-05"
"14258","mazowieckie","przysuski",1,0.24,0,0,0,10,0,195,20,2,18,0,"t1423","2021-03-05"
"14259","mazowieckie","pu³tuski",41,7.91,2,0,2,67,20,623,92,43,45,4,"t1424","2021-03-05"
"14260","mazowieckie","radomski",43,2.82,1,1,0,74,28,750,144,45,92,7,"t1425","2021-03-05"
"14261","mazowieckie","siedlecki",8,0.98,0,0,0,13,4,332,65,8,56,1,"t1426","2021-03-05"
"14262","mazowieckie","sierpecki",3,0.58,0,0,0,27,9,298,48,3,45,0,"t1427","2021-03-05"
"14263","mazowieckie","sochaczewski",56,6.59,1,0,1,102,47,1075,194,56,138,0,"t1428","2021-03-05"
"14264","mazowieckie","soko³owski",4,0.75,0,0,0,11,1,155,35,4,30,1,"t1429","2021-03-05"
"14265","mazowieckie","szyd³owiecki",4,1.01,0,0,0,3,1,67,23,4,19,0,"t1430","2021-03-05"
"14266","mazowieckie","warszawski zachodni",78,6.53,3,2,1,157,68,1731,255,81,167,7,"t1432","2021-03-05"
"14267","mazowieckie","wêgrowski",5,0.76,0,0,0,25,6,251,54,7,44,3,"t1433","2021-03-05"
"14268","mazowieckie","wo³omiñski",145,5.77,0,0,0,289,95,3147,507,151,337,19,"t1434","2021-03-05"
"14269","mazowieckie","wyszkowski",27,3.63,0,0,0,85,10,729,96,29,66,1,"t1435","2021-03-05"
"14270","mazowieckie","zwoleñski",4,1.11,1,0,1,12,6,120,33,4,28,1,"t1436","2021-03-05"
"14271","mazowieckie","¿uromiñski",12,3.13,1,0,1,19,14,234,50,13,37,0,"t1437","2021-03-05"
"14272","mazowieckie","¿yrardowski",38,5.03,0,0,0,65,28,650,181,42,131,8,"t1438","2021-03-05"
"14273","mazowieckie","Ostro³êka",18,3.47,1,0,1,35,21,319,56,20,33,3,"t1461","2021-03-05"
"14274","mazowieckie","P³ock",10,0.84,1,1,0,90,23,506,117,12,104,1,"t1462","2021-03-05"
"14275","mazowieckie","Radom",58,2.75,0,0,0,74,30,871,297,61,227,9,"t1463","2021-03-05"
"14276","mazowieckie","Siedlce",25,3.19,1,0,1,28,12,191,117,29,86,2,"t1464","2021-03-05"
"14277","mazowieckie","Warszawa",1125,6.27,5,0,5,1873,792,18019,4049,1205,2746,98,"t1465","2021-03-05"
"14278","opolskie","brzeski",11,1.23,0,0,0,20,8,183,46,11,34,1,"t1601","2021-03-05"
"14279","opolskie","g³ubczycki",8,1.77,1,0,1,17,12,122,37,11,26,0,"t1602","2021-03-05"
"14280","opolskie","kêdzierzyñsko-kozielski",37,3.96,0,0,0,71,28,492,142,43,98,1,"t1603","2021-03-05"
"14281","opolskie","kluczborski",17,2.6,0,0,0,12,9,212,59,17,41,1,"t1604","2021-03-05"
"14282","opolskie","krapkowicki",9,1.42,0,0,0,10,7,196,44,9,35,0,"t1605","2021-03-05"
"14283","opolskie","namys³owski",12,2.81,0,0,0,8,10,165,34,12,22,0,"t1606","2021-03-05"
"14284","opolskie","nyski",20,1.48,0,0,0,69,29,437,158,20,138,0,"t1607","2021-03-05"
"14285","opolskie","oleski",2,0.31,0,0,0,6,8,104,56,3,53,0,"t1608","2021-03-05"
"14286","opolskie","opolski",25,2.02,0,0,0,34,24,421,97,25,72,0,"t1609","2021-03-05"
"14287","opolskie","prudnicki",5,0.91,0,0,0,11,4,79,61,7,53,1,"t1610","2021-03-05"
"14288","opolskie","strzelecki",15,2.02,0,0,0,21,17,227,109,17,92,0,"t1611","2021-03-05"
"14289","opolskie","Opole",37,2.89,0,0,0,72,35,876,170,41,129,0,"t1661","2021-03-05"
"14290","podkarpackie","bieszczadzki",9,4.17,1,0,1,14,8,224,36,9,27,0,"t1801","2021-03-05"
"14291","podkarpackie","brzozowski",18,2.75,0,0,0,26,24,423,124,19,102,3,"t1802","2021-03-05"
"14292","podkarpackie","dêbicki",40,2.96,2,0,2,46,39,805,140,41,97,2,"t1803","2021-03-05"
"14293","podkarpackie","jaros³awski",53,4.41,1,0,1,82,53,933,126,61,65,0,"t1804","2021-03-05"
"14294","podkarpackie","jasielski",19,1.68,0,0,0,35,13,331,128,19,109,0,"t1805","2021-03-05"
"14295","podkarpackie","kolbuszowski",18,2.89,0,0,0,21,10,248,63,18,45,0,"t1806","2021-03-05"
"14296","podkarpackie","kroœnieñski",26,2.32,2,0,2,60,15,566,149,28,120,1,"t1807","2021-03-05"
"14297","podkarpackie","le¿ajski",21,3.03,2,1,1,51,19,412,63,22,41,0,"t1808","2021-03-05"
"14298","podkarpackie","lubaczowski",11,2,0,0,0,14,6,235,62,14,48,0,"t1809","2021-03-05"
"14299","podkarpackie","³añcucki",36,4.44,1,0,1,64,34,613,110,36,74,0,"t1810","2021-03-05"
"14300","podkarpackie","mielecki",41,3,0,0,0,68,30,637,149,44,105,0,"t1811","2021-03-05"
"14301","podkarpackie","ni¿añski",10,1.51,0,0,0,22,25,329,52,11,41,0,"t1812","2021-03-05"
"14302","podkarpackie","przemyski",18,2.43,0,0,0,32,14,326,74,18,55,1,"t1813","2021-03-05"
"14303","podkarpackie","przeworski",24,3.07,4,0,4,39,28,614,95,28,62,5,"t1814","2021-03-05"
"14304","podkarpackie","ropczycko-sêdziszowski",22,2.95,0,0,0,28,21,324,77,22,54,1,"t1815","2021-03-05"
"14305","podkarpackie","rzeszowski",85,5,0,0,0,166,89,1912,264,87,177,0,"t1816","2021-03-05"
"14306","podkarpackie","sanocki",44,4.67,0,0,0,65,33,703,140,46,94,0,"t1817","2021-03-05"
"14307","podkarpackie","stalowowolski",38,3.59,0,0,0,37,21,551,128,38,90,0,"t1818","2021-03-05"
"14308","podkarpackie","strzy¿owski",11,1.79,1,0,1,28,14,353,70,12,58,0,"t1819","2021-03-05"
"14309","podkarpackie","tarnobrzeski",18,3.4,0,0,0,24,10,297,62,19,43,0,"t1820","2021-03-05"
"14310","podkarpackie","leski",15,5.68,0,0,0,27,11,212,53,15,38,0,"t1821","2021-03-05"
"14311","podkarpackie","Krosno",35,7.59,3,1,2,40,23,239,89,35,54,0,"t1861","2021-03-05"
"14312","podkarpackie","Przemyœl",26,4.3,4,0,4,32,19,327,99,27,71,1,"t1862","2021-03-05"
"14313","podkarpackie","Rzeszów",135,6.86,0,0,0,222,125,2298,371,139,226,6,"t1863","2021-03-05"
"14314","podkarpackie","Tarnobrzeg",38,8.16,0,0,0,50,28,395,75,39,35,1,"t1864","2021-03-05"
"14315","podlaskie","augustowski",10,1.73,1,0,1,22,4,184,58,11,47,0,"t2001","2021-03-05"
"14316","podlaskie","bia³ostocki",51,3.39,0,0,0,104,48,834,191,54,135,2,"t2002","2021-03-05"
"14317","podlaskie","bielski",4,0.74,1,0,1,23,24,234,52,5,46,1,"t2003","2021-03-05"
"14318","podlaskie","grajewski",18,3.83,1,0,1,19,16,260,62,20,41,1,"t2004","2021-03-05"
"14319","podlaskie","hajnowski",15,3.55,0,0,0,30,8,226,65,16,45,4,"t2005","2021-03-05"
"14320","podlaskie","kolneñski",29,7.63,1,0,1,37,19,434,52,29,21,2,"t2006","2021-03-05"
"14321","podlaskie","³om¿yñski",37,7.27,1,0,1,55,47,848,74,40,31,3,"t2007","2021-03-05"
"14322","podlaskie","moniecki",6,1.49,0,0,0,10,7,128,37,7,28,2,"t2008","2021-03-05"
"14323","podlaskie","sejneñski",5,2.52,0,0,0,5,5,53,15,5,10,0,"t2009","2021-03-05"
"14324","podlaskie","siemiatycki",7,1.59,0,0,0,13,5,92,40,7,31,2,"t2010","2021-03-05"
"14325","podlaskie","sokólski",26,3.92,1,0,1,33,20,303,116,26,89,1,"t2011","2021-03-05"
"14326","podlaskie","suwalski",1,0.28,1,0,1,7,4,88,9,1,8,0,"t2012","2021-03-05"
"14327","podlaskie","wysokomazowiecki",6,1.06,0,0,0,7,8,162,55,8,45,2,"t2013","2021-03-05"
"14328","podlaskie","zambrowski",27,6.22,1,0,1,21,24,233,71,30,40,1,"t2014","2021-03-05"
"14329","podlaskie","Bia³ystok",114,3.83,1,0,1,206,112,1327,492,117,372,3,"t2061","2021-03-05"
"14330","podlaskie","£om¿a",74,11.78,2,0,2,98,74,864,132,80,48,4,"t2062","2021-03-05"
"14331","podlaskie","Suwa³ki",18,2.58,0,0,0,22,14,196,66,20,46,0,"t2063","2021-03-05"
"14332","pomorskie","bytowski",17,2.15,2,0,2,33,18,271,95,18,74,3,"t2201","2021-03-05"
"14333","pomorskie","chojnicki",34,3.48,2,0,2,38,18,320,128,38,87,3,"t2202","2021-03-05"
"14334","pomorskie","cz³uchowski",12,2.15,0,0,0,43,6,389,97,14,83,0,"t2203","2021-03-05"
"14335","pomorskie","gdañski",108,9.05,0,0,0,123,76,2114,336,110,216,10,"t2204","2021-03-05"
"14336","pomorskie","kartuski",68,4.83,1,0,1,123,57,1481,286,70,206,10,"t2205","2021-03-05"
"14337","pomorskie","koœcierski",27,3.71,1,0,1,42,21,597,119,29,88,2,"t2206","2021-03-05"
"14338","pomorskie","kwidzyñski",28,3.37,0,0,0,52,21,486,117,30,85,2,"t2207","2021-03-05"
"14339","pomorskie","lêborski",60,9.08,0,0,0,94,75,1176,212,67,139,6,"t2208","2021-03-05"
"14340","pomorskie","malborski",28,4.42,0,0,0,19,22,341,92,29,61,2,"t2209","2021-03-05"
"14341","pomorskie","nowodworski",18,5.07,0,0,0,26,15,390,66,20,43,3,"t2210","2021-03-05"
"14342","pomorskie","pucki",24,2.75,0,0,0,60,28,844,101,25,73,3,"t2211","2021-03-05"
"14343","pomorskie","s³upski",27,2.73,1,0,1,37,29,522,135,29,103,3,"t2212","2021-03-05"
"14344","pomorskie","starogardzki",38,2.96,1,0,1,80,36,752,147,39,104,4,"t2213","2021-03-05"
"14345","pomorskie","tczewski",114,9.86,0,0,0,90,30,1033,292,115,170,7,"t2214","2021-03-05"
"14346","pomorskie","wejherowski",112,5.12,3,0,3,202,82,2212,432,112,319,1,"t2215","2021-03-05"
"14347","pomorskie","sztumski",9,2.19,0,0,0,21,12,218,57,9,48,0,"t2216","2021-03-05"
"14348","pomorskie","Gdañsk",340,7.21,0,0,0,557,357,5719,1369,347,985,37,"t2261","2021-03-05"
"14349","pomorskie","Gdynia",153,6.22,2,0,2,309,136,2709,571,164,388,19,"t2262","2021-03-05"
"14350","pomorskie","S³upsk",54,5.98,6,0,6,54,41,677,215,55,155,5,"t2263","2021-03-05"
"14351","pomorskie","Sopot",28,7.87,1,0,1,31,22,289,119,32,82,5,"t2264","2021-03-05"
"14352","œl¹skie","bêdziñski",53,3.59,1,0,1,136,43,1104,183,54,125,4,"t2401","2021-03-05"
"14353","œl¹skie","bielski",109,6.56,0,0,0,208,78,1662,260,112,145,3,"t2402","2021-03-05"
"14354","œl¹skie","cieszyñski",73,4.1,0,0,0,137,77,1158,193,79,110,4,"t2403","2021-03-05"
"14355","œl¹skie","czêstochowski",21,1.56,0,0,0,47,16,411,146,23,122,1,"t2404","2021-03-05"
"14356","œl¹skie","gliwicki",38,3.29,0,0,0,71,17,429,152,39,111,2,"t2405","2021-03-05"
"14357","œl¹skie","k³obucki",15,1.78,1,0,1,29,5,320,83,15,68,0,"t2406","2021-03-05"
"14358","œl¹skie","lubliniecki",16,2.1,0,0,0,32,6,300,132,17,113,2,"t2407","2021-03-05"
"14359","œl¹skie","miko³owski",47,4.74,1,1,0,89,18,504,131,48,79,4,"t2408","2021-03-05"
"14360","œl¹skie","myszkowski",2,0.28,0,0,0,24,15,210,37,2,35,0,"t2409","2021-03-05"
"14361","œl¹skie","pszczyñski",49,4.39,0,0,0,73,31,531,141,49,91,1,"t2410","2021-03-05"
"14362","œl¹skie","raciborski",7,0.65,0,0,0,38,12,322,69,8,61,0,"t2411","2021-03-05"
"14363","œl¹skie","rybnicki",14,1.79,1,0,1,55,26,339,89,15,74,0,"t2412","2021-03-05"
"14364","œl¹skie","tarnogórski",47,3.34,0,0,0,77,23,611,206,49,156,1,"t2413","2021-03-05"
"14365","œl¹skie","bieruñsko-lêdziñski",5,0.84,0,0,0,41,23,311,39,5,34,0,"t2414","2021-03-05"
"14366","œl¹skie","wodzis³awski",41,2.61,1,0,1,65,12,471,187,48,137,2,"t2415","2021-03-05"
"14367","œl¹skie","zawierciañski",28,2.39,0,0,0,63,32,453,122,30,92,0,"t2416","2021-03-05"
"14368","œl¹skie","¿ywiecki",113,7.41,2,0,2,174,68,2100,242,115,125,2,"t2417","2021-03-05"
"14369","œl¹skie","Bielsko-Bia³a",79,4.64,0,0,0,181,70,1410,235,85,145,5,"t2461","2021-03-05"
"14370","œl¹skie","Bytom",54,3.28,0,0,0,81,37,804,180,56,123,1,"t2462","2021-03-05"
"14371","œl¹skie","Chorzów",23,2.14,0,0,0,73,14,468,109,24,85,0,"t2463","2021-03-05"
"14372","œl¹skie","Czêstochowa",54,2.46,3,0,3,117,62,852,265,61,200,4,"t2464","2021-03-05"
"14373","œl¹skie","D¹browa Górnicza",58,4.88,0,0,0,110,44,886,180,60,119,1,"t2465","2021-03-05"
"14374","œl¹skie","Gliwice",71,3.98,1,0,1,111,33,772,322,77,242,3,"t2466","2021-03-05"
"14375","œl¹skie","Jastrzêbie-Zdrój",28,3.17,0,0,0,34,21,247,109,28,81,0,"t2467","2021-03-05"
"14376","œl¹skie","Jaworzno",7,0.77,0,0,0,45,16,394,60,7,52,1,"t2468","2021-03-05"
"14377","œl¹skie","Katowice",126,4.32,3,1,2,197,89,1075,476,136,328,12,"t2469","2021-03-05"
"14378","œl¹skie","Mys³owice",30,4.02,2,0,2,68,25,377,103,30,69,4,"t2470","2021-03-05"
"14379","œl¹skie","Piekary Œl¹skie",20,3.65,0,0,0,43,5,226,81,22,59,0,"t2471","2021-03-05"
"14380","œl¹skie","Ruda Œl¹ska",41,2.99,1,0,1,76,23,697,137,41,96,0,"t2472","2021-03-05"
"14381","œl¹skie","Rybnik",28,2.03,0,0,0,57,15,436,137,31,105,1,"t2473","2021-03-05"
"14382","œl¹skie","Siemianowice Œl¹skie",24,3.6,0,0,0,51,30,335,67,24,43,0,"t2474","2021-03-05"
"14383","œl¹skie","Sosnowiec",92,4.62,2,0,2,176,65,1191,296,101,190,5,"t2475","2021-03-05"
"14384","œl¹skie","Œwiêtoch³owice",17,3.44,2,0,2,22,23,203,58,17,40,1,"t2476","2021-03-05"
"14385","œl¹skie","Tychy",17,1.34,2,2,0,102,33,837,116,18,98,0,"t2477","2021-03-05"
"14386","œl¹skie","Zabrze",65,3.79,0,0,0,96,29,669,192,67,124,1,"t2478","2021-03-05"
"14387","œl¹skie","¯ory",22,3.51,1,0,1,32,15,286,70,22,47,1,"t2479","2021-03-05"
"14388","œwiêtokrzyskie","buski",7,0.98,0,0,0,35,10,294,76,10,63,3,"t2601","2021-03-05"
"14389","œwiêtokrzyskie","jêdrzejowski",8,0.94,0,0,0,22,31,350,104,10,93,1,"t2602","2021-03-05"
"14390","œwiêtokrzyskie","kazimierski",7,2.09,0,0,0,15,2,201,41,7,33,1,"t2603","2021-03-05"
"14391","œwiêtokrzyskie","kielecki",55,2.6,0,0,0,97,55,659,307,61,228,18,"t2604","2021-03-05"
"14392","œwiêtokrzyskie","konecki",15,1.89,0,0,0,31,12,169,89,16,73,0,"t2605","2021-03-05"
"14393","œwiêtokrzyskie","opatowski",11,2.12,0,0,0,15,8,207,85,11,72,2,"t2606","2021-03-05"
"14394","œwiêtokrzyskie","ostrowiecki",16,1.48,1,0,1,56,52,430,83,19,61,3,"t2607","2021-03-05"
"14395","œwiêtokrzyskie","piñczowski",23,5.94,0,0,0,20,28,220,53,24,29,0,"t2608","2021-03-05"
"14396","œwiêtokrzyskie","sandomierski",16,2.09,2,0,2,33,16,360,111,18,93,0,"t2609","2021-03-05"
"14397","œwiêtokrzyskie","skar¿yski",15,2.04,0,0,0,31,6,286,109,17,90,2,"t2610","2021-03-05"
"14398","œwiêtokrzyskie","starachowicki",7,0.79,1,1,0,28,22,227,71,8,59,4,"t2611","2021-03-05"
"14399","œwiêtokrzyskie","staszowski",6,0.84,0,0,0,15,11,178,88,8,79,1,"t2612","2021-03-05"
"14400","œwiêtokrzyskie","w³oszczowski",6,1.34,0,0,0,8,2,80,56,8,44,4,"t2613","2021-03-05"
"14401","œwiêtokrzyskie","Kielce",76,3.91,0,0,0,130,65,751,373,84,275,14,"t2661","2021-03-05"
"14402","warmiñsko-mazurskie","bartoszycki",80,14.06,2,0,2,83,55,1001,172,83,81,8,"t2801","2021-03-05"
"14403","warmiñsko-mazurskie","braniewski",13,3.18,0,0,0,33,21,254,47,13,30,4,"t2802","2021-03-05"
"14404","warmiñsko-mazurskie","dzia³dowski",46,7.08,0,0,0,78,57,935,121,48,72,1,"t2803","2021-03-05"
"14405","warmiñsko-mazurskie","elbl¹ski",10,1.75,0,0,0,43,11,268,54,10,43,1,"t2804","2021-03-05"
"14406","warmiñsko-mazurskie","e³cki",38,4.15,2,0,2,45,28,373,125,38,87,0,"t2805","2021-03-05"
"14407","warmiñsko-mazurskie","gi¿ycki",41,7.26,0,0,0,35,21,414,125,41,81,3,"t2806","2021-03-05"
"14408","warmiñsko-mazurskie","i³awski",67,7.22,3,0,3,103,40,1458,188,70,110,8,"t2807","2021-03-05"
"14409","warmiñsko-mazurskie","kêtrzyñski",90,14.5,1,0,1,65,40,569,156,91,59,6,"t2808","2021-03-05"
"14410","warmiñsko-mazurskie","lidzbarski",35,8.53,0,0,0,47,11,420,83,35,47,1,"t2809","2021-03-05"
"14411","warmiñsko-mazurskie","mr¹gowski",36,7.25,0,0,0,45,18,312,85,37,46,2,"t2810","2021-03-05"
"14412","warmiñsko-mazurskie","nidzicki",35,10.69,2,0,2,34,42,579,72,36,35,1,"t2811","2021-03-05"
"14413","warmiñsko-mazurskie","nowomiejski",23,5.25,0,0,0,38,23,635,71,25,42,4,"t2812","2021-03-05"
"14414","warmiñsko-mazurskie","olecki",9,2.64,0,0,0,18,2,165,34,10,24,0,"t2813","2021-03-05"
"14415","warmiñsko-mazurskie","olsztyñski",148,11.63,2,0,2,233,125,2244,347,151,196,0,"t2814","2021-03-05"
"14416","warmiñsko-mazurskie","ostródzki",67,6.45,2,0,2,86,55,856,183,71,112,0,"t2815","2021-03-05"
"14417","warmiñsko-mazurskie","piski",45,8.04,0,0,0,39,26,455,114,46,64,4,"t2816","2021-03-05"
"14418","warmiñsko-mazurskie","szczycieñski",66,9.53,0,0,0,76,58,976,157,68,88,1,"t2817","2021-03-05"
"14419","warmiñsko-mazurskie","go³dapski",3,1.13,0,0,0,6,7,114,20,3,17,0,"t2818","2021-03-05"
"14420","warmiñsko-mazurskie","wêgorzewski",13,5.76,0,0,0,14,8,175,48,13,35,0,"t2819","2021-03-05"
"14421","warmiñsko-mazurskie","Elbl¹g",36,3.02,0,0,0,78,30,527,145,40,104,1,"t2861","2021-03-05"
"14422","warmiñsko-mazurskie","Olsztyn",228,13.27,5,0,5,356,216,3212,560,236,319,5,"t2862","2021-03-05"
"14423","wielkopolskie","chodzieski",11,2.34,0,0,0,8,7,185,58,11,47,0,"t3001","2021-03-05"
"14424","wielkopolskie","czarnkowsko-trzcianecki",26,2.99,0,0,0,27,9,460,113,26,85,2,"t3002","2021-03-05"
"14425","wielkopolskie","gnieŸnieñski",52,3.58,1,1,0,99,68,1326,218,56,155,7,"t3003","2021-03-05"
"14426","wielkopolskie","gostyñski",2,0.26,1,1,0,26,12,347,65,3,61,1,"t3004","2021-03-05"
"14427","wielkopolskie","grodziski",15,2.89,0,0,0,26,19,230,64,15,48,1,"t3005","2021-03-05"
"14428","wielkopolskie","jarociñski",13,1.82,1,1,0,19,11,518,77,13,64,0,"t3006","2021-03-05"
"14429","wielkopolskie","kaliski",5,0.6,0,0,0,14,18,458,78,5,72,1,"t3007","2021-03-05"
"14430","wielkopolskie","kêpiñski",14,2.48,0,0,0,32,10,682,75,14,60,1,"t3008","2021-03-05"
"14431","wielkopolskie","kolski",9,1.04,2,0,2,24,3,223,68,9,59,0,"t3009","2021-03-05"
"14432","wielkopolskie","koniñski",20,1.54,0,0,0,34,27,440,119,21,98,0,"t3010","2021-03-05"
"14433","wielkopolskie","koœciañski",49,6.19,0,0,0,54,17,495,108,49,59,0,"t3011","2021-03-05"
"14434","wielkopolskie","krotoszyñski",23,2.98,1,1,0,37,17,540,104,25,78,1,"t3012","2021-03-05"
"14435","wielkopolskie","leszczyñski",9,1.56,0,0,0,15,2,206,45,10,35,0,"t3013","2021-03-05"
"14436","wielkopolskie","miêdzychodzki",6,1.64,0,0,0,8,6,92,35,6,29,0,"t3014","2021-03-05"
"14437","wielkopolskie","nowotomyski",37,4.89,1,0,1,54,41,523,111,37,73,1,"t3015","2021-03-05"
"14438","wielkopolskie","obornicki",18,3.01,0,0,0,23,9,230,79,18,60,1,"t3016","2021-03-05"
"14439","wielkopolskie","ostrowski",44,2.72,0,0,0,61,24,518,172,46,121,5,"t3017","2021-03-05"
"14440","wielkopolskie","ostrzeszowski",11,1.98,1,0,1,15,12,200,56,11,44,1,"t3018","2021-03-05"
"14441","wielkopolskie","pilski",16,1.18,0,0,0,29,18,411,195,16,177,2,"t3019","2021-03-05"
"14442","wielkopolskie","pleszewski",7,1.11,1,1,0,28,4,533,46,7,39,0,"t3020","2021-03-05"
"14443","wielkopolskie","poznañski",207,5.13,1,0,1,451,177,3993,796,213,569,14,"t3021","2021-03-05"
"14444","wielkopolskie","rawicki",13,2.16,0,0,0,34,8,407,59,13,46,0,"t3022","2021-03-05"
"14445","wielkopolskie","s³upecki",3,0.51,1,0,1,16,12,158,24,3,20,1,"t3023","2021-03-05"
