"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"19339","œl¹skie","Zabrze",112,6.52,0,0,0,198,67,1341,303,116,182,5,"t2478","2021-03-18"
"19340","œl¹skie","¯ory",55,8.78,0,0,0,81,18,635,119,58,61,0,"t2479","2021-03-18"
"19341","œwiêtokrzyskie","buski",40,5.6,2,1,1,59,20,578,194,47,137,10,"t2601","2021-03-18"
"19342","œwiêtokrzyskie","jêdrzejowski",36,4.23,1,0,1,54,27,759,121,36,81,4,"t2602","2021-03-18"
"19343","œwiêtokrzyskie","kazimierski",18,5.37,0,0,0,15,13,203,68,18,46,4,"t2603","2021-03-18"
"19344","œwiêtokrzyskie","kielecki",106,5.02,0,0,0,157,96,1516,393,133,243,17,"t2604","2021-03-18"
"19345","œwiêtokrzyskie","konecki",39,4.9,1,0,1,37,26,310,171,52,110,9,"t2605","2021-03-18"
"19346","œwiêtokrzyskie","opatowski",16,3.09,0,0,0,39,15,350,72,19,51,2,"t2606","2021-03-18"
"19347","œwiêtokrzyskie","ostrowiecki",52,4.8,3,0,3,78,16,601,191,61,123,7,"t2607","2021-03-18"
"19348","œwiêtokrzyskie","piñczowski",24,6.2,0,0,0,23,16,488,66,26,38,2,"t2608","2021-03-18"
"19349","œwiêtokrzyskie","sandomierski",35,4.56,0,0,0,80,18,709,178,68,107,3,"t2609","2021-03-18"
"19350","œwiêtokrzyskie","skar¿yski",47,6.39,1,0,1,58,24,539,190,61,116,13,"t2610","2021-03-18"
"19351","œwiêtokrzyskie","starachowicki",28,3.14,1,0,1,50,12,401,117,29,81,7,"t2611","2021-03-18"
"19352","œwiêtokrzyskie","staszowski",22,3.07,0,0,0,25,4,289,160,33,120,7,"t2612","2021-03-18"
"19353","œwiêtokrzyskie","w³oszczowski",13,2.89,0,0,0,18,9,237,62,20,41,1,"t2613","2021-03-18"
"19354","œwiêtokrzyskie","Kielce",100,5.15,2,0,2,214,97,1450,428,126,273,29,"t2661","2021-03-18"
"19355","warmiñsko-mazurskie","bartoszycki",41,7.21,5,4,1,61,66,754,106,42,62,2,"t2801","2021-03-18"
"19356","warmiñsko-mazurskie","braniewski",35,8.55,1,0,1,53,22,426,104,36,62,6,"t2802","2021-03-18"
"19357","warmiñsko-mazurskie","dzia³dowski",54,8.31,2,0,2,73,51,981,160,55,104,1,"t2803","2021-03-18"
"19358","warmiñsko-mazurskie","elbl¹ski",27,4.73,0,0,0,21,24,280,86,27,58,1,"t2804","2021-03-18"
"19359","warmiñsko-mazurskie","e³cki",12,1.31,2,0,2,56,28,733,142,14,128,0,"t2805","2021-03-18"
"19360","warmiñsko-mazurskie","gi¿ycki",27,4.78,0,0,0,61,33,376,82,27,54,1,"t2806","2021-03-18"
"19361","warmiñsko-mazurskie","i³awski",88,9.48,1,0,1,123,78,1691,224,93,117,14,"t2807","2021-03-18"
"19362","warmiñsko-mazurskie","kêtrzyñski",37,5.96,2,0,2,59,35,663,98,42,55,1,"t2808","2021-03-18"
"19363","warmiñsko-mazurskie","lidzbarski",35,8.53,0,0,0,58,40,666,87,35,52,0,"t2809","2021-03-18"
"19364","warmiñsko-mazurskie","mr¹gowski",26,5.24,3,3,0,33,36,417,65,28,37,0,"t2810","2021-03-18"
"19365","warmiñsko-mazurskie","nidzicki",28,8.55,0,0,0,34,40,380,78,28,44,6,"t2811","2021-03-18"
"19366","warmiñsko-mazurskie","nowomiejski",42,9.6,0,0,0,42,32,589,92,47,42,3,"t2812","2021-03-18"
"19367","warmiñsko-mazurskie","olecki",3,0.88,0,0,0,15,5,150,25,3,22,0,"t2813","2021-03-18"
"19368","warmiñsko-mazurskie","olsztyñski",106,8.33,2,0,2,167,175,2160,308,110,195,3,"t2814","2021-03-18"
"19369","warmiñsko-mazurskie","ostródzki",77,7.41,3,0,3,125,72,1331,230,81,147,2,"t2815","2021-03-18"
"19370","warmiñsko-mazurskie","piski",27,4.83,0,0,0,56,26,670,106,28,76,2,"t2816","2021-03-18"
"19371","warmiñsko-mazurskie","szczycieñski",54,7.8,0,0,0,72,49,880,127,56,71,0,"t2817","2021-03-18"
"19372","warmiñsko-mazurskie","go³dapski",0,0,0,0,0,21,3,136,22,0,22,0,"t2818","2021-03-18"
"19373","warmiñsko-mazurskie","wêgorzewski",17,7.54,0,0,0,10,9,173,56,17,38,1,"t2819","2021-03-18"
"19374","warmiñsko-mazurskie","Elbl¹g",65,5.46,2,0,2,147,51,824,237,69,162,6,"t2861","2021-03-18"
"19375","warmiñsko-mazurskie","Olsztyn",201,11.7,4,0,4,285,269,2747,580,217,353,10,"t2862","2021-03-18"
"19376","wielkopolskie","chodzieski",9,1.92,0,0,0,26,27,258,37,11,26,0,"t3001","2021-03-18"
"19377","wielkopolskie","czarnkowsko-trzcianecki",74,8.52,0,0,0,64,36,960,165,77,86,2,"t3002","2021-03-18"
"19378","wielkopolskie","gnieŸnieñski",100,6.88,0,0,0,171,105,1986,223,102,119,2,"t3003","2021-03-18"
"19379","wielkopolskie","gostyñski",31,4.08,0,0,0,36,19,380,92,31,58,3,"t3004","2021-03-18"
"19380","wielkopolskie","grodziski",20,3.85,0,0,0,52,6,284,79,23,51,5,"t3005","2021-03-18"
"19381","wielkopolskie","jarociñski",70,9.79,0,0,0,75,17,848,139,70,68,1,"t3006","2021-03-18"
"19382","wielkopolskie","kaliski",24,2.89,0,0,0,19,7,496,126,25,101,0,"t3007","2021-03-18"
"19383","wielkopolskie","kêpiñski",26,4.61,1,0,1,62,5,589,94,27,63,4,"t3008","2021-03-18"
"19384","wielkopolskie","kolski",13,1.5,0,0,0,53,14,440,115,31,83,1,"t3009","2021-03-18"
"19385","wielkopolskie","koniñski",49,3.77,3,0,3,75,22,713,148,51,94,3,"t3010","2021-03-18"
"19386","wielkopolskie","koœciañski",35,4.42,0,0,0,96,8,902,182,52,130,0,"t3011","2021-03-18"
"19387","wielkopolskie","krotoszyñski",29,3.76,2,2,0,92,37,985,107,30,73,4,"t3012","2021-03-18"
"19388","wielkopolskie","leszczyñski",5,0.87,3,3,0,50,20,469,36,5,30,1,"t3013","2021-03-18"
"19389","wielkopolskie","miêdzychodzki",20,5.45,0,0,0,15,10,294,81,22,59,0,"t3014","2021-03-18"
"19390","wielkopolskie","nowotomyski",121,15.99,1,0,1,87,50,1091,257,122,128,7,"t3015","2021-03-18"
"19391","wielkopolskie","obornicki",16,2.67,1,0,1,62,21,543,68,18,49,1,"t3016","2021-03-18"
"19392","wielkopolskie","ostrowski",77,4.77,1,0,1,120,43,1268,238,81,153,4,"t3017","2021-03-18"
"19393","wielkopolskie","ostrzeszowski",21,3.79,1,0,1,17,7,269,58,21,37,0,"t3018","2021-03-18"
"19394","wielkopolskie","pilski",55,4.05,0,0,0,134,32,766,198,56,134,8,"t3019","2021-03-18"
"19395","wielkopolskie","pleszewski",20,3.18,2,1,1,48,16,500,82,24,58,0,"t3020","2021-03-18"
"19396","wielkopolskie","poznañski",534,13.24,2,1,1,854,250,6611,1409,592,804,13,"t3021","2021-03-18"
"19397","wielkopolskie","rawicki",32,5.31,0,0,0,71,11,526,87,33,52,2,"t3022","2021-03-18"
"19398","wielkopolskie","s³upecki",28,4.74,0,0,0,47,11,367,88,30,56,2,"t3023","2021-03-18"
"19399","wielkopolskie","szamotulski",139,15.15,1,0,1,112,39,816,321,145,176,0,"t3024","2021-03-18"
"19400","wielkopolskie","œredzki",66,11.18,0,0,0,88,56,1098,122,66,56,0,"t3025","2021-03-18"
"19401","wielkopolskie","œremski",27,4.39,0,0,0,57,11,434,78,29,48,1,"t3026","2021-03-18"
"19402","wielkopolskie","turecki",53,6.32,0,0,0,69,19,622,137,54,80,3,"t3027","2021-03-18"
"19403","wielkopolskie","w¹growiecki",97,13.81,2,0,2,83,9,715,298,172,125,1,"t3028","2021-03-18"
"19404","wielkopolskie","wolsztyñski",54,9.39,0,0,0,45,28,525,127,54,73,0,"t3029","2021-03-18"
"19405","wielkopolskie","wrzesiñski",34,4.35,0,0,0,66,27,619,105,36,69,0,"t3030","2021-03-18"
"19406","wielkopolskie","z³otowski",25,3.61,0,0,0,56,19,558,98,25,73,0,"t3031","2021-03-18"
"19407","wielkopolskie","Kalisz",51,5.11,3,0,3,72,8,541,225,65,159,1,"t3061","2021-03-18"
"19408","wielkopolskie","Konin",37,5.06,1,0,1,48,17,318,141,37,99,5,"t3062","2021-03-18"
"19409","wielkopolskie","Leszno",14,2.21,4,4,0,57,23,528,46,14,30,2,"t3063","2021-03-18"
"19410","wielkopolskie","Poznañ",637,11.93,4,3,1,989,401,6141,1811,664,1121,26,"t3064","2021-03-18"
"19411","zachodniopomorskie","bia³ogardzki",15,3.16,0,0,0,30,16,237,50,16,32,2,"t3201","2021-03-18"
"19412","zachodniopomorskie","choszczeñski",24,5,0,0,0,42,11,336,78,27,46,5,"t3202","2021-03-18"
"19413","zachodniopomorskie","drawski",33,5.81,0,0,0,43,20,615,125,50,69,6,"t3203","2021-03-18"
"19414","zachodniopomorskie","goleniowski",61,7.4,0,0,0,107,44,871,179,67,109,3,"t3204","2021-03-18"
"19415","zachodniopomorskie","gryficki",12,2,1,0,1,47,13,358,67,12,53,2,"t3205","2021-03-18"
"19416","zachodniopomorskie","gryfiñski",22,2.7,0,0,0,61,16,414,219,25,190,4,"t3206","2021-03-18"
"19417","zachodniopomorskie","kamieñski",25,5.33,1,0,1,44,11,344,80,26,51,3,"t3207","2021-03-18"
"19418","zachodniopomorskie","ko³obrzeski",26,3.27,0,0,0,51,20,335,136,28,108,0,"t3208","2021-03-18"
"19419","zachodniopomorskie","koszaliñski",30,4.51,0,0,0,63,14,465,122,30,92,0,"t3209","2021-03-18"
"19420","zachodniopomorskie","myœliborski",33,5.04,0,0,0,62,9,643,131,37,94,0,"t3210","2021-03-18"
"19421","zachodniopomorskie","policki",71,8.74,1,0,1,123,40,987,210,76,125,9,"t3211","2021-03-18"
"19422","zachodniopomorskie","pyrzycki",18,4.59,0,0,0,39,15,321,101,22,77,2,"t3212","2021-03-18"
"19423","zachodniopomorskie","s³awieñski",46,8.21,0,0,0,49,22,401,129,50,78,1,"t3213","2021-03-18"
"19424","zachodniopomorskie","stargardzki",85,7.07,0,0,0,106,20,715,223,96,125,2,"t3214","2021-03-18"
"19425","zachodniopomorskie","szczecinecki",59,7.62,5,0,5,83,45,694,154,61,91,2,"t3215","2021-03-18"
"19426","zachodniopomorskie","œwidwiñski",12,2.58,0,0,0,25,10,198,58,15,41,2,"t3216","2021-03-18"
"19427","zachodniopomorskie","wa³ecki",22,4.16,1,0,1,21,7,217,62,22,37,3,"t3217","2021-03-18"
"19428","zachodniopomorskie","³obeski",14,3.83,1,0,1,41,12,393,58,22,32,4,"t3218","2021-03-18"
"19429","zachodniopomorskie","Koszalin",48,4.49,1,0,1,90,26,814,216,52,162,2,"t3261","2021-03-18"
"19430","zachodniopomorskie","Szczecin",221,5.51,1,0,1,486,139,3155,857,253,586,18,"t3262","2021-03-18"
"19431","zachodniopomorskie","Œwinoujœcie",22,5.38,0,0,0,22,9,324,65,22,40,3,"t3263","2021-03-18"
"19432","Ca³y kraj","Ca³y kraj",26405,6.88,349,88,261,41266,20254,396680,87609,29142,56584,1883,"t0000","2021-03-19"
"19433","dolnoœl¹skie","boles³awiecki",34,3.78,2,0,2,63,19,391,184,37,145,2,"t0201","2021-03-19"
"19434","dolnoœl¹skie","dzier¿oniowski",85,8.46,0,0,0,81,37,593,188,89,95,4,"t0202","2021-03-19"
"19435","dolnoœl¹skie","g³ogowski",79,8.89,0,0,0,75,21,712,321,108,213,0,"t0203","2021-03-19"
"19436","dolnoœl¹skie","górowski",6,1.73,0,0,0,19,3,192,39,6,33,0,"t0204","2021-03-19"
"19437","dolnoœl¹skie","jaworski",14,2.8,0,0,0,42,15,295,59,15,44,0,"t0205","2021-03-19"
"19438","dolnoœl¹skie","jeleniogórski",49,7.73,0,0,0,48,23,466,129,56,69,4,"t0206","2021-03-19"
"19439","dolnoœl¹skie","kamiennogórski",29,6.74,4,4,0,46,37,861,77,31,45,1,"t0207","2021-03-19"
"19440","dolnoœl¹skie","k³odzki",124,7.89,0,0,0,170,120,2145,276,135,136,5,"t0208","2021-03-19"
"19441","dolnoœl¹skie","legnicki",19,3.44,1,1,0,48,20,463,64,22,39,3,"t0209","2021-03-19"
"19442","dolnoœl¹skie","lubañski",18,3.33,1,1,0,33,13,297,60,18,42,0,"t0210","2021-03-19"
"19443","dolnoœl¹skie","lubiñski",63,5.94,1,0,1,86,64,701,185,66,118,1,"t0211","2021-03-19"
"19444","dolnoœl¹skie","lwówecki",18,3.93,0,0,0,40,11,284,90,18,72,0,"t0212","2021-03-19"
"19445","dolnoœl¹skie","milicki",54,14.63,0,0,0,57,8,740,103,59,44,0,"t0213","2021-03-19"
"19446","dolnoœl¹skie","oleœnicki",68,6.34,0,0,0,75,35,1009,155,70,82,3,"t0214","2021-03-19"
"19447","dolnoœl¹skie","o³awski",58,7.55,0,0,0,78,43,1264,176,62,111,3,"t0215","2021-03-19"
"19448","dolnoœl¹skie","polkowicki",32,5.07,2,0,2,31,14,554,123,34,88,1,"t0216","2021-03-19"
"19449","dolnoœl¹skie","strzeliñski",82,18.87,0,0,0,80,12,876,137,85,46,6,"t0217","2021-03-19"
"19450","dolnoœl¹skie","œredzki",48,8.67,0,0,0,56,26,617,126,51,74,1,"t0218","2021-03-19"
"19451","dolnoœl¹skie","œwidnicki",107,6.83,2,0,2,147,87,1875,274,112,159,3,"t0219","2021-03-19"
"19452","dolnoœl¹skie","trzebnicki",73,8.55,0,0,0,94,48,957,234,87,144,3,"t0220","2021-03-19"
"19453","dolnoœl¹skie","wa³brzyski",30,5.41,0,0,0,57,23,697,113,45,68,0,"t0221","2021-03-19"
"19454","dolnoœl¹skie","wo³owski",15,3.21,0,0,0,28,7,298,67,28,39,0,"t0222","2021-03-19"
"19455","dolnoœl¹skie","wroc³awski",170,11.05,0,0,0,257,90,2142,529,212,311,6,"t0223","2021-03-19"
"19456","dolnoœl¹skie","z¹bkowicki",48,7.44,2,0,2,88,34,551,124,50,69,5,"t0224","2021-03-19"
"19457","dolnoœl¹skie","zgorzelecki",25,2.82,0,0,0,42,33,652,127,26,97,4,"t0225","2021-03-19"
"19458","dolnoœl¹skie","z³otoryjski",7,1.62,0,0,0,25,5,184,51,7,43,1,"t0226","2021-03-19"
"19459","dolnoœl¹skie","Jelenia Góra",86,10.92,0,0,0,85,44,628,217,87,129,1,"t0261","2021-03-19"
"19460","dolnoœl¹skie","Legnica",44,4.44,1,1,0,70,54,930,157,47,106,4,"t0262","2021-03-19"
"19461","dolnoœl¹skie","Wroc³aw",671,10.42,1,1,0,849,403,6294,2172,825,1314,33,"t0264","2021-03-19"
"19462","dolnoœl¹skie","Wa³brzych",66,5.97,2,0,2,99,22,1187,277,106,168,3,"t0265","2021-03-19"
"19463","kujawsko-pomorskie","aleksandrowski",70,12.73,0,0,0,66,33,686,142,70,66,6,"t0401","2021-03-19"
"19464","kujawsko-pomorskie","brodnicki",42,5.31,0,0,0,61,29,665,124,43,79,2,"t0402","2021-03-19"
"19465","kujawsko-pomorskie","bydgoski",95,7.95,2,0,2,169,98,1331,349,117,227,5,"t0403","2021-03-19"
"19466","kujawsko-pomorskie","che³miñski",29,5.6,0,0,0,44,50,582,193,64,129,0,"t0404","2021-03-19"
"19467","kujawsko-pomorskie","golubsko-dobrzyñski",58,12.9,0,0,0,85,41,782,138,61,74,3,"t0405","2021-03-19"
"19468","kujawsko-pomorskie","grudzi¹dzki",43,10.7,0,0,0,42,25,508,140,44,90,6,"t0406","2021-03-19"
"19469","kujawsko-pomorskie","inowroc³awski",124,7.78,6,0,6,224,110,1707,345,151,179,15,"t0407","2021-03-19"
"19470","kujawsko-pomorskie","lipnowski",33,5.03,1,0,1,53,33,623,133,34,98,1,"t0408","2021-03-19"
"19471","kujawsko-pomorskie","mogileñski",15,3.3,0,0,0,54,20,484,43,17,26,0,"t0409","2021-03-19"
"19472","kujawsko-pomorskie","nakielski",70,8.12,1,0,1,113,43,676,218,74,135,9,"t0410","2021-03-19"
"19473","kujawsko-pomorskie","radziejowski",7,1.74,0,0,0,25,13,221,57,7,49,1,"t0411","2021-03-19"
"19474","kujawsko-pomorskie","rypiñski",33,7.6,1,0,1,32,21,618,103,35,67,1,"t0412","2021-03-19"
"19475","kujawsko-pomorskie","sêpoleñski",12,2.93,1,0,1,21,13,186,48,14,34,0,"t0413","2021-03-19"
"19476","kujawsko-pomorskie","œwiecki",25,2.53,0,0,0,89,49,787,185,28,153,4,"t0414","2021-03-19"
"19477","kujawsko-pomorskie","toruñski",82,7.53,1,1,0,154,85,1240,293,105,182,6,"t0415","2021-03-19"
"19478","kujawsko-pomorskie","tucholski",38,7.86,0,0,0,58,35,692,157,56,96,5,"t0416","2021-03-19"
"19479","kujawsko-pomorskie","w¹brzeski",31,9.09,0,0,0,30,21,350,80,33,47,0,"t0417","2021-03-19"
"19480","kujawsko-pomorskie","w³oc³awski",31,3.61,1,0,1,58,27,541,123,31,92,0,"t0418","2021-03-19"
"19481","kujawsko-pomorskie","¿niñski",16,2.28,2,0,2,82,38,748,84,18,65,1,"t0419","2021-03-19"
"19482","kujawsko-pomorskie","Bydgoszcz",313,9.03,3,0,3,522,278,3457,1137,385,736,16,"t0461","2021-03-19"
"19483","kujawsko-pomorskie","Grudzi¹dz",106,11.27,3,3,0,137,73,1115,317,107,205,5,"t0462","2021-03-19"
"19484","kujawsko-pomorskie","Toruñ",163,8.11,1,0,1,276,136,2062,623,180,435,8,"t0463","2021-03-19"
"19485","kujawsko-pomorskie","W³oc³awek",53,4.85,2,0,2,78,57,647,169,54,113,2,"t0464","2021-03-19"
"19486","lubelskie","bialski",47,4.26,2,2,0,64,37,809,223,50,169,4,"t0601","2021-03-19"
"19487","lubelskie","bi³gorajski",50,4.97,4,2,2,90,62,889,214,51,156,7,"t0602","2021-03-19"
"19488","lubelskie","che³mski",10,1.29,0,0,0,51,15,418,62,10,51,1,"t0603","2021-03-19"
"19489","lubelskie","hrubieszowski",38,6.08,0,0,0,82,25,763,106,40,61,5,"t0604","2021-03-19"
"19490","lubelskie","janowski",22,4.83,0,0,0,33,11,238,68,23,44,1,"t0605","2021-03-19"
"19491","lubelskie","krasnostawski",18,2.86,1,0,1,44,6,527,93,20,71,2,"t0606","2021-03-19"
"19492","lubelskie","kraœnicki",21,2.21,0,0,0,42,13,431,121,22,99,0,"t0607","2021-03-19"
"19493","lubelskie","lubartowski",5,0.57,0,0,0,43,14,352,87,8,79,0,"t0608","2021-03-19"
"19494","lubelskie","lubelski",51,3.27,1,0,1,130,52,856,272,52,217,3,"t0609","2021-03-19"
"19495","lubelskie","³êczyñski",21,3.67,0,0,0,26,11,328,90,21,66,3,"t0610","2021-03-19"
"19496","lubelskie","³ukowski",15,1.41,1,0,1,74,26,552,129,37,90,2,"t0611","2021-03-19"
"19497","lubelskie","opolski",16,2.71,1,0,1,26,12,310,64,17,47,0,"t0612","2021-03-19"
"19498","lubelskie","parczewski",3,0.87,0,0,0,28,2,317,39,3,36,0,"t0613","2021-03-19"
"19499","lubelskie","pu³awski",64,5.67,2,0,2,120,41,825,206,66,136,4,"t0614","2021-03-19"
"19500","lubelskie","radzyñski",14,2.39,0,0,0,29,19,428,81,16,65,0,"t0615","2021-03-19"
"19501","lubelskie","rycki",24,4.3,0,0,0,28,16,427,79,26,53,0,"t0616","2021-03-19"
"19502","lubelskie","œwidnicki",30,4.18,0,0,0,70,22,781,122,32,89,1,"t0617","2021-03-19"
"19503","lubelskie","tomaszowski",34,4.13,0,0,0,47,12,335,114,35,75,4,"t0618","2021-03-19"
"19504","lubelskie","w³odawski",13,3.4,0,0,0,27,13,320,64,14,49,1,"t0619","2021-03-19"
"19505","lubelskie","zamojski",26,2.46,1,0,1,47,31,614,122,27,90,5,"t0620","2021-03-19"
"19506","lubelskie","Bia³a Podlaska",24,4.2,1,1,0,42,33,374,153,24,128,1,"t0661","2021-03-19"
"19507","lubelskie","Che³m",8,1.3,0,0,0,57,20,496,58,8,50,0,"t0662","2021-03-19"
"19508","lubelskie","Lublin",150,4.42,3,0,3,364,126,2234,701,152,547,2,"t0663","2021-03-19"
"19509","lubelskie","Zamoœæ",22,3.48,0,0,0,59,28,457,118,23,94,1,"t0664","2021-03-19"
"19510","lubuskie","gorzowski",57,7.91,1,1,0,68,60,908,155,63,88,4,"t0801","2021-03-19"
"19511","lubuskie","kroœnieñski",31,5.67,0,0,0,38,38,559,124,32,92,0,"t0802","2021-03-19"
"19512","lubuskie","miêdzyrzecki",73,12.72,1,1,0,67,54,1024,190,74,113,3,"t0803","2021-03-19"
"19513","lubuskie","nowosolski",65,7.56,1,1,0,121,60,1018,195,66,128,1,"t0804","2021-03-19"
"19514","lubuskie","s³ubicki",39,8.32,0,0,0,48,26,468,112,40,71,1,"t0805","2021-03-19"
"19515","lubuskie","strzelecko-drezdenecki",41,8.39,0,0,0,66,42,610,112,44,65,3,"t0806","2021-03-19"
"19516","lubuskie","sulêciñski",37,10.54,0,0,0,32,15,314,82,37,45,0,"t0807","2021-03-19"
"19517","lubuskie","œwiebodziñski",27,4.85,0,0,0,50,27,664,86,27,57,2,"t0808","2021-03-19"
"19518","lubuskie","zielonogórski",57,7.54,2,0,2,125,90,1039,197,65,131,1,"t0809","2021-03-19"
"19519","lubuskie","¿agañski",26,3.31,0,0,0,80,25,479,142,28,112,2,"t0810","2021-03-19"
"19520","lubuskie","¿arski",20,2.09,0,0,0,62,43,515,141,22,117,2,"t0811","2021-03-19"
"19521","lubuskie","wschowski",30,7.73,0,0,0,53,12,562,70,31,39,0,"t0812","2021-03-19"
"19522","lubuskie","Gorzów Wielkopolski",136,11.03,5,4,1,161,177,1601,383,142,231,10,"t0861","2021-03-19"
"19523","lubuskie","Zielona Góra",134,9.48,2,0,2,209,119,1981,372,145,222,5,"t0862","2021-03-19"
"19524","³ódzkie","be³chatowski",48,4.26,1,0,1,87,35,680,194,49,144,1,"t1001","2021-03-19"
"19525","³ódzkie","kutnowski",15,1.56,0,0,0,34,12,296,149,16,131,2,"t1002","2021-03-19"
"19526","³ódzkie","³aski",8,1.61,0,0,0,40,13,341,52,8,44,0,"t1003","2021-03-19"
"19527","³ódzkie","³êczycki",24,4.84,0,0,0,40,14,316,105,28,75,2,"t1004","2021-03-19"
"19528","³ódzkie","³owicki",98,12.59,1,0,1,106,33,1084,271,104,166,1,"t1005","2021-03-19"
"19529","³ódzkie","³ódzki wschodni",49,6.77,0,0,0,83,39,694,193,49,142,2,"t1006","2021-03-19"
"19530","³ódzkie","opoczyñski",11,1.45,0,0,0,46,15,436,61,14,43,4,"t1007","2021-03-19"
"19531","³ódzkie","pabianicki",86,7.21,0,0,0,192,55,1425,328,87,239,2,"t1008","2021-03-19"
"19532","³ódzkie","pajêczañski",13,2.55,0,0,0,24,22,246,62,13,46,3,"t1009","2021-03-19"
"19533","³ódzkie","piotrkowski",46,5.04,1,1,0,87,41,1423,187,49,138,0,"t1010","2021-03-19"
"19534","³ódzkie","poddêbicki",9,2.19,0,0,0,23,15,255,48,9,38,1,"t1011","2021-03-19"
"19535","³ódzkie","radomszczañski",36,3.21,1,0,1,96,60,980,121,37,83,1,"t1012","2021-03-19"
"19536","³ódzkie","rawski",24,4.95,0,0,0,36,31,677,88,25,63,0,"t1013","2021-03-19"
"19537","³ódzkie","sieradzki",61,5.2,1,0,1,88,24,662,227,63,161,3,"t1014","2021-03-19"
"19538","³ódzkie","skierniewicki",17,4.46,2,0,2,31,25,373,78,18,60,0,"t1015","2021-03-19"
"19539","³ódzkie","tomaszowski",50,4.31,0,0,0,94,11,785,209,54,154,1,"t1016","2021-03-19"
"19540","³ódzkie","wieluñski",21,2.76,4,1,3,44,9,313,69,21,46,2,"t1017","2021-03-19"
"19541","³ódzkie","wieruszowski",10,2.38,0,0,0,29,11,217,40,10,29,1,"t1018","2021-03-19"
"19542","³ódzkie","zduñskowolski",20,3.02,0,0,0,82,14,578,94,21,70,3,"t1019","2021-03-19"
"19543","³ódzkie","zgierski",70,4.21,1,0,1,160,80,1471,330,75,254,1,"t1020","2021-03-19"
"19544","³ódzkie","brzeziñski",21,6.82,0,0,0,37,13,318,67,21,46,0,"t1021","2021-03-19"
"19545","³ódzkie","£ódŸ",585,8.64,3,0,3,1014,427,6693,2035,617,1393,25,"t1061","2021-03-19"
"19546","³ódzkie","Piotrków Trybunalski",55,7.56,0,0,0,80,40,723,194,55,139,0,"t1062","2021-03-19"
"19547","³ódzkie","Skierniewice",42,8.76,0,0,0,66,34,517,123,45,77,1,"t1063","2021-03-19"
"19548","ma³opolskie","bocheñski",75,7.01,0,0,0,132,49,1064,229,79,143,7,"t1201","2021-03-19"
"19549","ma³opolskie","brzeski",49,5.26,2,2,0,74,28,1100,172,50,120,2,"t1202","2021-03-19"
"19550","ma³opolskie","chrzanowski",102,8.21,5,5,0,106,70,1168,264,103,159,2,"t1203","2021-03-19"
"19551","ma³opolskie","d¹browski",16,2.71,1,0,1,21,23,429,59,17,41,1,"t1204","2021-03-19"
"19552","ma³opolskie","gorlicki",27,2.48,0,0,0,47,13,557,116,27,83,6,"t1205","2021-03-19"
"19553","ma³opolskie","krakowski",247,8.81,4,4,0,383,189,3853,581,254,314,13,"t1206","2021-03-19"
"19554","ma³opolskie","limanowski",29,2.2,0,0,0,32,15,396,111,29,78,4,"t1207","2021-03-19"
"19555","ma³opolskie","miechowski",20,4.11,1,1,0,38,15,336,50,22,28,0,"t1208","2021-03-19"
"19556","ma³opolskie","myœlenicki",87,6.8,0,0,0,129,58,1145,186,91,88,7,"t1209","2021-03-19"
"19557","ma³opolskie","nowos¹decki",70,3.23,0,0,0,110,40,883,278,81,194,3,"t1210","2021-03-19"
"19558","ma³opolskie","nowotarski",25,1.3,0,0,0,33,8,306,187,25,157,5,"t1211","2021-03-19"
"19559","ma³opolskie","olkuski",80,7.21,2,0,2,111,21,979,281,102,169,10,"t1212","2021-03-19"
"19560","ma³opolskie","oœwiêcimski",151,9.86,0,0,0,182,89,1734,338,158,173,7,"t1213","2021-03-19"
"19561","ma³opolskie","proszowicki",19,4.4,0,0,0,34,19,387,56,21,35,0,"t1214","2021-03-19"
"19562","ma³opolskie","suski",33,3.92,1,0,1,41,5,551,147,34,107,6,"t1215","2021-03-19"
"19563","ma³opolskie","tarnowski",94,4.67,0,0,0,112,70,1491,256,96,155,5,"t1216","2021-03-19"
"19564","ma³opolskie","tatrzañski",18,2.64,0,0,0,34,15,287,108,18,90,0,"t1217","2021-03-19"
"19565","ma³opolskie","wadowicki",123,7.69,2,0,2,212,95,2141,347,127,218,2,"t1218","2021-03-19"
"19566","ma³opolskie","wielicki",153,11.77,0,0,0,195,109,2388,292,154,120,18,"t1219","2021-03-19"
"19567","ma³opolskie","Kraków",602,7.71,5,5,0,961,567,8351,1773,614,1124,35,"t1261","2021-03-19"
"19568","ma³opolskie","Nowy S¹cz",34,4.06,1,0,1,46,17,368,111,38,73,0,"t1262","2021-03-19"
"19569","ma³opolskie","Tarnów",82,7.58,1,0,1,113,71,858,178,84,90,4,"t1263","2021-03-19"
"19570","mazowieckie","bia³obrzeski",17,5.1,0,0,0,30,17,430,49,20,26,3,"t1401","2021-03-19"
"19571","mazowieckie","ciechanowski",30,3.36,3,0,3,93,38,964,151,33,116,2,"t1402","2021-03-19"
